,0
0,4.199167238473059
1,4.331811461901676
2,4.332812772803887
3,4.355739806351587
4,4.366496123202853
5,4.384010875952942
6,4.426739147341824
7,4.459371219950164
8,4.485631264008775
9,4.552597224139526
10,4.566600301058703
11,4.6062539501760265
12,4.654830091015102
13,4.674419445901472
14,4.68094598491121
15,4.685801517835771
16,4.686195948752138
17,4.697497280813057
18,4.707310889462652
19,4.739423641160532
20,4.750134609488702
21,4.818591039217698
22,4.836432070820019
23,4.837005301849139
24,4.883990989401566
25,4.8933289905737825
26,4.895541667623046
27,4.896591535377834
28,4.899556856923719
29,4.910762614413468
30,4.9168297845182956
31,4.918664606767545
32,4.924071980510918
33,4.9638410538616835
34,4.9726268027032
35,4.9929110110131525
36,5.003406089477771
37,5.013842436540494
38,5.0330449183254
39,5.036587737346186
40,5.131456223853995
41,5.158690212883387
42,5.190384931729174
43,5.190791398750127
44,5.225526912392006
45,5.2325512356039425
46,5.239052954495443
47,5.262133978029136
48,5.314847810474319
49,5.331251152633863
50,5.354368011970048
51,5.361999771140965
52,5.370854136361109
53,5.3853237106900504
54,5.432045296408102
55,5.437126057530328
56,5.4791622560141295
57,5.479289412466201
58,5.567790018330654
59,5.610255644627391
60,5.6186601580741335
61,5.636411598027876
62,5.652282571235982
63,5.667211961548533
64,5.668417801875675
65,5.677156576931052
66,5.691741459129865
67,5.755923992095732
68,5.81933007768954
69,5.823340061759804
70,5.825262558780246
71,5.831162285518836
72,5.835315574471403
73,5.840221787144726
74,5.862875400146775
75,5.866885866922948
76,5.86817168205687
77,5.871242533039162
78,5.890336069171773
79,5.896894849887756
80,5.909937859462308
81,5.919137287383969
82,5.921329597691916
83,5.923174479810754
84,5.934205632702108
85,5.946332898990345
86,5.958784666692257
87,5.9651124665151
88,5.965432723099124
89,5.965702390413446
90,5.968185324831003
91,5.973888768637397
92,5.97842270363048
93,5.980837420174211
94,5.987330351415574
95,5.993632450699674
96,5.996430045532433
97,5.996446658707185
98,5.996987855632641
99,5.99839440400382
100,5.998397004997267
101,6.000483458708153
102,6.000909450149942
103,6.006976120551825
104,6.014017424560089
105,6.014476137418335
106,6.018792555311619
107,6.025632052554809
108,6.050379677211776
109,6.054866449828492
110,6.0565553110067425
111,6.060433280850645
112,6.060764176555275
113,6.064986105470027
114,6.065642089044417
115,6.066480813790162
116,6.069168070468759
117,6.071233185722368
118,6.080331906058313
119,6.08055003096916
120,6.081804435412468
121,6.087889568830075
122,6.099239754779289
123,6.117017574756162
124,6.1295733584886065
125,6.134470735040872
126,6.14344634348965
127,6.227721879993652
