,0
0,2.571360304529148
1,2.689543203882259
2,2.7250441378189896
3,2.7657046448346794
4,2.780498386805091
5,2.7874730530450753
6,2.8669132228440724
7,2.8735090266099377
8,2.882354549412587
9,2.9310385820047977
10,2.931906396328857
11,2.9428029574883965
12,2.9565651089954175
13,2.9728654603247704
14,3.019756619936442
15,3.0265820886869026
16,3.0416516562345093
17,3.0492049043509404
18,3.0537276477014945
19,3.072992615691559
20,3.076676663938786
21,3.082332326339385
22,3.08453068742166
23,3.114213271802847
24,3.134387526883442
25,3.16457705393632
26,3.180764857684055
27,3.221328629615826
28,3.252680175421869
29,3.267534933451878
30,3.2932654971229693
31,3.300344648936196
32,3.310672378759354
33,3.3138594645293296
34,3.3255714614279515
35,3.3383067075724684
36,3.34348345067175
37,3.350092510496506
38,3.3786539941564078
39,3.392378957024965
40,3.412222544986627
41,3.43825010998188
42,3.475249320105341
43,3.4756132480499318
44,3.493179206647281
45,3.5260987551226872
46,3.5378293465121526
47,3.5452537815468776
48,3.5629082910594683
49,3.5729619183995993
50,3.586489039973305
51,3.598282328941109
52,3.6134267631799784
53,3.643011795994272
54,3.645045540127605
55,3.686296880371434
56,3.688037732269356
57,3.739338094059831
58,3.741310100665247
59,3.7452346951964435
60,3.7701917263466442
61,3.7872772046318293
62,3.802457852625534
63,3.809139082332203
64,3.8326284524343923
65,3.867523929021943
66,3.8706120390581304
67,3.8982284798236186
68,3.9228134255314524
69,3.9470838251190936
70,3.978450213045472
71,4.118546712735413
72,4.375680417296337
73,4.41428567705498
74,4.696364681253542
75,4.979860262087703
76,5.0934475757106705
77,5.245839720185378
78,5.385145226300741
79,5.490645631057273
80,5.513984839601921
81,5.6400601725937
82,5.644181204983618
83,5.748324119925504
84,5.799390556504568
85,5.815486556679835
86,5.816004423237253
87,5.867641193519892
88,5.9079042164219615
89,5.92311330906191
90,5.930088890132607
91,5.940753617842056
92,5.941977767591694
93,5.945722375573776
94,5.951038559324922
95,5.962171513349887
96,5.963519136291657
97,5.96448078243977
98,5.965862556711887
99,5.972565106270073
100,5.974002928872236
101,5.976813253729018
102,5.981847840034147
103,5.983703172922551
104,5.984894504157847
105,5.98526899948795
106,5.992121099686878
107,5.993604736781599
108,5.994548494256689
109,5.996223632997507
110,5.997106599735551
111,5.99944459529633
112,6.00084936848627
113,6.004474495979017
114,6.007376134904204
115,6.007440446317026
116,6.013168655440998
117,6.0139950312972115
118,6.018333197287523
119,6.019204204916046
120,6.029112615935535
121,6.031197013521264
122,6.0319173350639765
123,6.037805451883045
124,6.044082634439885
125,6.0478316425139
126,6.048552660544984
127,6.052551808735388
