,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.9494322825370343,-0.059080861149515516,-0.1378274449167372,-0.026992098103235655,-0.018392987401123596,0.037587881112784695,0.040611499615976036,-0.017187037611881097,-0.007789628769794438,-0.03966984796889978,0.05091014501429456,0.02986502299635472,0.0067218622394094665,0.06446592991097883,0.05086215773891105,-0.02103172532243575,-0.03742366261144406,-0.03855612220484013,0.0481518999208415,-0.029648893937089502,0.02631535251149355,-0.033957331164639,0.023366347678540626,-0.015007681288202313,0.000832316659811302,0.08588842489275127,-0.022152296408397356,0.030146925904376436
1,-0.059080861149515516,0.9662459691140158,0.09926469715486862,0.039046995607728,0.019107567295393056,0.01303562135291142,-0.03778774658755894,-0.013040716136776506,-0.06601748049755264,-0.07384876059240301,-0.022106787162108527,-0.04297412482437162,-0.0013195734326447348,-0.0505702690976545,-0.1064586584240059,0.026824907083094283,-0.0016592347800995458,0.00800584969617234,-0.03287960946750113,-0.03536317508027492,-0.0922364209607599,-0.00043858776018803946,1.1882889097449591e-05,0.01926761908184302,0.026446653371635105,0.0791956943083193,0.018610753297155246,0.0045105504341109
2,-0.1378274449167372,0.09926469715486862,0.9697101351895097,-0.03336085291524968,-0.03383536085212067,0.03149152252720004,0.057743836034813374,-0.031771014453282655,-0.04598358783578492,0.04059126724616171,0.13022925017049303,0.10420122776400662,0.08303143013366261,-0.02306345050618993,0.08200847537816279,0.05600401124314204,-0.07624015116508016,-0.09143994402820334,0.0522909688523029,0.0032097069378023676,0.07263039151221638,-0.026994332671696233,0.033640981578565404,-0.007025486772833116,0.0063992379177335735,-0.08781918218092437,-0.027511710722562345,0.09793981685611129
3,-0.026992098103235655,0.039046995607728,-0.03336085291524968,0.775807227849654,-0.12017477700545127,-0.000782853449983533,0.014632708223674205,-0.030323315850436593,-0.01140872084643859,0.029055445435921173,-0.033940018567387924,0.026613713613211763,0.020855158059848264,0.010732517777396219,-0.004312461638307186,0.004729803538559209,0.007575811125600371,0.014911167308172706,0.08811275921445379,-0.01851421622205684,0.018309267771544787,-0.002457367161828551,0.031088453141781904,-0.001937134090370717,0.11111581151559012,0.004512462111587987,-0.1129837261980993,0.023056116520089296
4,-0.018392987401123596,0.019107567295393056,-0.03383536085212067,-0.12017477700545127,0.7017962981014924,0.007952546309265405,0.019206663394917247,-0.0014298166467221294,-0.014298829778233968,0.018508607086801413,-0.00951026182488665,0.010639457565547484,0.008289376637820537,0.0037022194014230364,0.005858555786779898,-0.006216553639852188,-0.009550372564246202,0.010425992235898523,0.05180117710419761,-0.009577334286542382,0.01782157215747829,-0.001300098817402299,-0.04244941614845243,-0.0020940945401298305,0.051208553105095034,-0.011969317067352655,-0.09467000817576891,0.011154845085379153
5,0.037587881112784695,0.01303562135291142,0.03149152252720004,-0.000782853449983533,0.007952546309265405,1.0092193937284533,0.05271953115008689,0.03693651970375217,0.005937107227528803,0.0341633795493729,0.01840294063428512,-0.017974239567672214,-0.142007182383681,-0.03702201057866653,-0.04936223561350277,-0.03165988577649293,0.011563785084511531,3.0838658548795694e-05,-0.021171421718287575,0.05078868827071552,-0.008488724074262927,0.0056979810267180344,-0.01839997826015295,0.005910689849168146,-0.009945528433814684,0.17339709842387827,0.02691711240229955,0.04579423729312389
6,0.040611499615976036,-0.03778774658755894,0.057743836034813374,0.014632708223674205,0.019206663394917247,0.05271953115008689,0.9547695335865269,0.011368481362832389,0.026117233615165266,0.05362940266482533,0.05721662136548469,-0.11647048219667078,0.015381752860078002,0.01612292093742128,-0.02025410713246856,-0.02324961924646919,0.02681180482363179,0.04408826854394792,-0.01692165616495403,0.009262795295624432,-0.0755606026972398,-0.09491311836548808,-0.019298648063676104,0.008590128246200745,-0.034529816361247835,0.03658788811185262,0.01941972006773184,-0.02270624135511536
7,-0.017187037611881097,-0.013040716136776506,-0.031771014453282655,-0.030323315850436593,-0.0014298166467221294,0.03693651970375217,0.011368481362832389,1.000974840052914,0.00037323830465094766,-0.0010273901790018945,0.016803197929506696,-0.007514056510728424,0.005531294223087489,0.02359974457265464,0.03246196966700711,-0.053579494471551886,-0.028137087469398078,0.036116491706408384,0.03271963063630339,0.019336405494959685,0.043552836578005696,-0.055636740919242186,0.02398834688627281,-0.01117068987357241,-0.02252770545059242,-0.004706471990404567,-0.0047289734339254486,0.051834166892924305
8,-0.007789628769794438,-0.06601748049755264,-0.04598358783578492,-0.01140872084643859,-0.014298829778233968,0.005937107227528803,0.026117233615165266,0.00037323830465094766,0.9446938678946091,-0.02820093127850338,-0.0005150344222945647,0.033708325197339885,-0.016091322042535588,0.13855351489926054,0.03518158501428133,0.011972289891193076,-0.016429211654730318,0.023775812102990675,0.004308790979572588,-0.018188477077487414,0.03755689555396838,-0.04967167934643521,0.02966693483892519,-0.01954454933767558,0.08573287587733364,-0.00803570031367377,-0.0312679618890284,0.007237634592406561
9,-0.03966984796889978,-0.07384876059240301,0.04059126724616171,0.029055445435921173,0.018508607086801413,0.0341633795493729,0.05362940266482533,-0.0010273901790018945,-0.02820093127850338,0.952376133961577,-0.005150560119180011,-0.030275682109847088,0.06290931780467211,-0.07275490360599901,-0.05174228398000847,0.00038383261745820373,-0.09054284087042738,0.020038808058652248,-0.0006152272975843224,-0.0032815703013804095,-0.045609867790908684,-0.01671267764009509,0.014043999440249505,0.015049413406318862,-0.015550684730261877,-0.01426384877252261,0.00010951579526873419,0.0031823586699379733
