,0
0,2.6767810971114487
1,2.746613042953248
2,2.7587753633296472
3,2.7868784781498483
4,2.8429328994250316
5,2.894664959109165
6,2.9269157417534597
7,2.9612440421205406
8,2.970763283156042
9,3.0087859029340493
10,3.0132268646038685
11,3.024980072369764
12,3.025284972149459
13,3.031288272312985
14,3.0335943911048107
15,3.0456482236518543
16,3.0650332667151425
17,3.0672896374233867
18,3.081780476330665
19,3.0949829883156603
20,3.1210417862435875
21,3.125527462373083
22,3.129007666924392
23,3.1377451392759683
24,3.1577364873913454
25,3.1730207577602383
26,3.1903084808464675
27,3.2010401426998527
28,3.2099564278756376
29,3.213287446860236
30,3.2175836499044395
31,3.2346313225674304
32,3.2394408196102322
33,3.2814627814395676
34,3.2918608041866353
35,3.3184433072518056
36,3.3277712002717115
37,3.35723796260272
38,3.3631032412643567
39,3.3811843694502093
40,3.3909431876193876
41,3.392246344349277
42,3.4009817452472006
43,3.4018720930183317
44,3.4866590696951487
45,3.5145583827013427
46,3.5387855923410285
47,3.5435903146504204
48,3.5455546038930965
49,3.5500275655661375
50,3.5719367704660057
51,3.5813880378489067
52,3.647703951756408
53,3.653610185110535
54,3.684389937019475
55,3.7299940684053716
56,3.746375331047026
57,3.7766177864386656
58,3.785572297144043
59,3.796215697571955
60,3.8547790003073032
61,3.9241473248031924
62,3.934083901663617
63,3.9477070393976237
64,4.077936308840096
65,4.165270915598304
66,4.355178740877291
67,4.5202111809163625
68,4.5760143360448335
69,4.639101154671486
70,5.028815357851667
71,5.034022161759242
72,5.050927551407348
73,5.1993259587742
74,5.209950495813358
75,5.423359926890177
76,5.67602361566315
77,5.713656806375084
78,5.730124292237457
79,5.79853838976358
80,5.800650637743214
81,5.825068939870929
82,5.863275137993128
83,5.877494111538674
84,5.8831553903903675
85,5.885162650916675
86,5.88940695236475
87,5.895348787530526
88,5.896412243734373
89,5.9040423894589615
90,5.93894730603674
91,5.940464575171514
92,5.950743746725259
93,5.9567951883093535
94,5.9607859905413445
95,5.96427209441163
96,5.967086918592687
97,5.969037421085398
98,5.972825181012277
99,5.972915443643959
100,5.978886615817139
101,5.980996318845668
102,5.98442673267625
103,5.985939261810945
104,5.988604892523176
105,5.9890834809794065
106,5.992347739065766
107,5.9941217612908275
108,5.9964120359878645
109,5.999647847688503
110,6.000213002312237
111,6.001638636339196
112,6.00200432138076
113,6.003794980689106
114,6.004189898168138
115,6.006661930942123
116,6.0082252597902714
117,6.009796823423212
118,6.011292431712267
119,6.014140514747742
120,6.015648303327191
121,6.016094237754397
122,6.020114893430202
123,6.022791790212812
124,6.023483034740934
125,6.0269127952233905
126,6.02990982904964
127,6.03763714838791
