,0
0,3.6667834644669663
1,3.9469058669519317
2,5.996215168929091
3,4.564914188211814
4,3.8649690942359998
5,5.944736474129263
6,5.933519040728914
7,3.974106872876156
8,6.0531030354525175
9,4.323549577093345
10,5.973281336903337
11,3.904978978699133
12,5.801311610011544
13,6.051922748068733
14,6.0610684053393085
15,5.006466394082453
16,4.715518822532342
17,3.9949030199976403
18,3.9925512741858267
19,3.8305099202755715
20,4.306214613321842
21,5.137499380270855
22,3.7648642273513464
23,6.014684285141513
24,5.9470081222212485
25,5.798646562078897
26,4.2165098912143115
27,6.062049987477042
28,5.917006075910637
29,3.914231511500437
30,4.763145635362534
31,4.13124195658853
32,4.152482673922846
33,6.011715435525755
34,5.015733567610718
35,6.01205373522332
36,6.143696320959171
37,4.258354885189411
38,5.264834029340716
39,5.983820416401773
40,6.009186302542024
41,4.277513911689372
42,6.1350117247309965
43,4.9206416999889
44,5.94572285454713
45,4.248255142730879
46,5.971355367270455
47,4.472285988097964
48,5.977894520607537
49,5.951394865234084
50,5.4868606188595574
51,3.9259723098287633
52,5.378409753580999
53,4.756688673393404
54,6.057551403148294
55,5.967394095716241
56,6.043273753870922
57,6.043644050965877
58,3.5709355581000977
59,4.018124776076842
60,3.576525034163327
61,5.2727916399547485
62,4.323041208395502
63,3.9014858865645152
64,6.08186004458573
65,3.9695547770629442
66,4.063786081707779
67,5.850468472702911
68,5.863000642589956
69,6.009880773081506
70,4.381725992502955
71,4.2817068083204965
72,3.8169015405018873
73,4.331439908949186
74,3.9168169722100172
75,6.044280274482098
76,6.038327081013621
77,6.05074723383523
78,3.716371444563896
79,5.994996512822336
80,5.912653298951794
81,4.88306808391364
82,4.342711089654383
83,4.1259860184537525
84,3.9156688213187123
85,4.644655330691585
86,6.0211144084498684
87,4.635175140837062
88,5.973448408708963
89,6.01957790427084
90,4.024088481759739
91,5.875274527432296
92,4.345382395250321
93,3.6207480899082025
94,3.8007601497900647
95,4.376619958234599
96,4.0871407039702845
97,6.003827187240222
98,4.1050948502689595
99,4.047857535943277
100,5.693602287334942
101,6.0593187407699665
102,4.15325010211733
103,3.9968284703389925
104,5.958340901798573
105,5.060711050060678
106,4.430499657873062
107,4.313056828216919
108,3.546594816977323
109,3.784873498390085
110,5.991019889367692
111,3.8270171132254376
112,3.939032560776374
113,3.9063970429087167
114,6.058336565914461
115,5.965185821022871
116,5.843020385098147
117,4.120878989392512
118,4.092232641275022
119,4.226684527271327
120,5.9593495706930195
121,6.026942848700024
122,4.120969259887751
123,6.010688322917439
124,5.979382504597417
125,4.362803927575144
126,6.037594570301854
127,4.575844554679412
