,0
0,5.316241462229572
1,5.365907817299172
2,5.367312223083474
3,5.378793050757896
4,5.378859235147214
5,5.387573877037735
6,5.39110464212601
7,5.39145036893657
8,5.39508581851928
9,5.397767860232826
10,5.408759049514481
11,5.428421467983237
12,5.456672632696449
13,5.459932983559
14,5.471852337074481
15,5.474675228228748
16,5.4780077167613275
17,5.47908093396946
18,5.482914709123955
19,5.482959957693055
20,5.504257244358926
21,5.511731020852578
22,5.516250366717859
23,5.5190684200021405
24,5.524109876113503
25,5.526765031931027
26,5.526768552713046
27,5.532139543334055
28,5.533644680889385
29,5.534842379279798
30,5.547043231744632
31,5.554209686613262
32,5.561752146090679
33,5.563360569567853
34,5.56750626369696
35,5.570149033484563
36,5.572443682787732
37,5.584386051774605
38,5.58698111217741
39,5.58782576201161
40,5.5893192534160265
41,5.595126884426085
42,5.5982070871554495
43,5.598416468739999
44,5.601944995520942
45,5.602006976543578
46,5.607826140200744
47,5.615314808771904
48,5.617308100765277
49,5.621516382507475
50,5.623673738003742
51,5.630353856913549
52,5.6360180781764235
53,5.640742124282883
54,5.641211321745156
55,5.641223419925411
56,5.6415758894705155
57,5.644436728422747
58,5.650944847739174
59,5.65338308609088
60,5.662961997220078
61,5.665604958750381
62,5.667582471341939
63,5.669924572025986
64,5.671564431159323
65,5.672133290056399
66,5.673826235525641
67,5.67443637005162
68,5.67461232920015
69,5.676631724824921
70,5.67671646927855
71,5.679963476114347
72,5.686967144399493
73,5.6898372204171865
74,5.695778489850247
75,5.698684670101525
76,5.70161145594845
77,5.704387065944182
78,5.705993851582894
79,5.710559488945754
80,5.713575887974409
81,5.720175508829469
82,5.720695168535592
83,5.727478038967193
84,5.727724110647188
85,5.728918695738033
86,5.729154279830642
87,5.7316674983661136
88,5.732739135418525
89,5.734612518513514
90,5.73541129798614
91,5.737090179767466
92,5.743916753663195
93,5.7502725225313736
94,5.753844593533504
95,5.760322747863108
96,5.76383972917898
97,5.763951548180609
98,5.764512659528904
99,5.7670737710182784
100,5.770477028183815
101,5.773674249414027
102,5.775099238968647
103,5.775754816949726
104,5.778339197637956
105,5.780817402087405
106,5.780893199140354
107,5.7931187230845
108,5.793127406976044
109,5.794712814698995
110,5.804624734088615
111,5.818579321786786
112,5.828119936358598
113,5.838170490736947
114,5.839802410981694
115,5.83986989084055
116,5.853967518497917
117,5.857544747331115
118,5.873096219195666
119,5.876400485939001
120,5.8771420999639545
121,5.908599626561108
122,5.913754909677617
123,5.929458212803658
124,5.949189902511414
125,5.9598617868235415
126,5.981497675399351
127,6.035840897675859
