,0
0,3.7900115389191558
1,3.7969396319552216
2,3.825929731934079
3,3.8684068632197635
4,3.917442686568963
5,3.9955347022926038
6,4.005345027970927
7,4.023023580542358
8,4.072903126994886
9,4.087353080462304
10,4.096562277631115
11,4.103088486576643
12,4.116218989758131
13,4.129288401906837
14,4.16008097145739
15,4.197061474868656
16,4.197354501553665
17,4.2040067344779
18,4.237895365399176
19,4.240414807864531
20,4.290998205923239
21,4.291904681867766
22,4.3186898307411905
23,4.319456482598682
24,4.322696028097215
25,4.3423728763129
26,4.400890690970846
27,4.4057965999637405
28,4.444122352890828
29,4.485765079352616
30,4.519752218052675
31,4.52671198540875
32,4.52797846018879
33,4.541218481636351
34,4.553295548061902
35,4.590308220070768
36,4.591926754178688
37,4.61754374165387
38,4.650490066149821
39,4.707196560279266
40,4.723550420113394
41,4.73087012944207
42,4.732724705116867
43,4.749840727127673
44,4.751606849550977
45,4.796134588505932
46,4.796692419536476
47,4.803618250238792
48,4.824721496036581
49,4.850403528402148
50,4.89837166582849
51,4.909581814555539
52,4.91896504193156
53,4.922628973625784
54,5.0656454954090036
55,5.106995246943625
56,5.119419792212629
57,5.138835220768239
58,5.154220624783433
59,5.205101299783091
60,5.399017672097052
61,5.412848354864947
62,5.638780320537706
63,5.717475585608139
64,5.748030521856504
65,5.766936335643635
66,5.779314977729899
67,5.82116779214975
68,5.823796302531818
69,5.840946668156059
70,5.842102274946921
71,5.864579952248359
72,5.8813664047871335
73,5.887747230991883
74,5.903489899369893
75,5.9057915284064535
76,5.908234380285163
77,5.923325779693537
78,5.926970456007498
79,5.932149053588965
80,5.932315133056051
81,5.9324636005315
82,5.933839604233213
83,5.942780877218059
84,5.9620953868352675
85,5.971824557134015
86,5.98456027309334
87,5.988401380632801
88,5.989362667518595
89,5.989592904122354
90,5.991114258718541
91,5.9949609244335225
92,5.995073228321767
93,5.996219655431306
94,5.9965575774549364
95,5.998249591824143
96,5.999526234158777
97,6.00144200667848
98,6.002693245240689
99,6.0044624672652915
100,6.007022280143865
101,6.007886377759721
102,6.0106148126467644
103,6.0122376762139815
104,6.013201431064422
105,6.01459275227413
106,6.014795321198018
107,6.015909873343233
108,6.015945855170479
109,6.01673491277332
110,6.019167496774122
111,6.0226234957317075
112,6.024165101695779
113,6.024740040298347
114,6.024843742739229
115,6.025791084906608
116,6.026765355719665
117,6.027332024327125
118,6.027533767315023
119,6.028585682007959
120,6.038731342828731
121,6.04320151804273
122,6.045626965568564
123,6.046904456164967
124,6.048237198884566
125,6.053423773570984
126,6.055546138158104
127,6.157221124872188
