,entropy dim 1,entropy dim 2,entropy dim 3,entropy dim 4,entropy dim 5,entropy dim 6,entropy dim 7,entropy dim 8,entropy dim 9,entropy dim 10,entropy dim 11,entropy dim 12,entropy dim 13,entropy dim 14,entropy dim 15,entropy dim 16,entropy dim 17,entropy dim 18,entropy dim 19,entropy dim 20,entropy dim 21,entropy dim 22,entropy dim 23,entropy dim 24,entropy dim 25,entropy dim 26,entropy dim 27,entropy dim 28,mu dim 1,mu dim 2,mu dim 3,mu dim 4,mu dim 5,mu dim 6,mu dim 7,mu dim 8,mu dim 9,mu dim 10,mu dim 11,mu dim 12,mu dim 13,mu dim 14,mu dim 15,mu dim 16,mu dim 17,mu dim 18,mu dim 19,mu dim 20,mu dim 21,mu dim 22,mu dim 23,mu dim 24,mu dim 25,mu dim 26,mu dim 27,mu dim 28,logvar of mu dim 1,logvar of mu dim 2,logvar of mu dim 3,logvar of mu dim 4,logvar of mu dim 5,logvar of mu dim 6,logvar of mu dim 7,logvar of mu dim 8,logvar of mu dim 9,logvar of mu dim 10,logvar of mu dim 11,logvar of mu dim 12,logvar of mu dim 13,logvar of mu dim 14,logvar of mu dim 15,logvar of mu dim 16,logvar of mu dim 17,logvar of mu dim 18,logvar of mu dim 19,logvar of mu dim 20,logvar of mu dim 21,logvar of mu dim 22,logvar of mu dim 23,logvar of mu dim 24,logvar of mu dim 25,logvar of mu dim 26,logvar of mu dim 27,logvar of mu dim 28,logvar dim 1,logvar dim 2,logvar dim 3,logvar dim 4,logvar dim 5,logvar dim 6,logvar dim 7,logvar dim 8,logvar dim 9,logvar dim 10,logvar dim 11,logvar dim 12,logvar dim 13,logvar dim 14,logvar dim 15,logvar dim 16,logvar dim 17,logvar dim 18,logvar dim 19,logvar dim 20,logvar dim 21,logvar dim 22,logvar dim 23,logvar dim 24,logvar dim 25,logvar dim 26,logvar dim 27,logvar dim 28,perf recon rate,recon rate,perf prefix len,validity,stability,token loss,length
0,5.507627061547128,5.169183556665546,5.465143906278595,5.4045900704831835,5.488634253310426,5.407813786628431,5.4107963774682775,5.41628745726694,5.426520177889654,5.387439647668323,5.475863450236842,5.495570635531866,5.511566183209852,5.052222732601425,5.37786621671494,5.334152486367188,5.455972195206865,5.532983154638066,5.268679335243449,5.178596317244659,5.466405215431683,5.51053802394595,5.398830217034758,5.474597072777623,5.5220438118397634,5.4215162259348775,5.520443295913003,5.441452019207743,0.03317176550626755,0.15224814414978027,-0.14118894934654236,-0.015272730961441994,-0.06003420799970627,-0.0508820042014122,-0.101260706782341,0.17590799927711487,0.2184472233057022,-0.10262450575828552,-0.09716228395700455,0.17351914942264557,-0.04496065527200699,0.05191870406270027,0.18231146037578583,-0.13976305723190308,-0.07710882276296616,0.0882234051823616,0.14104539155960083,-0.041025493294000626,0.3596822917461395,0.2169799655675888,-0.13921867311000824,0.09973067790269852,0.27950456738471985,-0.08977258205413818,-0.04100291430950165,0.014070495963096619,0.009062584489583969,-0.7330559492111206,-0.10432269424200058,-0.253054678440094,0.0009741804096847773,-0.10971612483263016,-0.14529605209827423,-0.17701974511146545,-0.12311968207359314,-0.2746232748031616,-0.03628028929233551,-0.05431876704096794,0.07039209455251694,-0.7977061867713928,-0.31842318177223206,-0.31793212890625,-0.1731874793767929,0.13542941212654114,-0.632836639881134,-0.770557165145874,-0.008950051851570606,-0.0527171790599823,-0.31371036171913147,-0.016023416072130203,-0.03351553902029991,-0.0806121900677681,0.11316816508769989,-0.07673268765211105,-3.2033917903900146,-0.9346197843551636,-4.425629615783691,-1.5054000616073608,-4.131654739379883,-3.3498988151550293,-4.211884498596191,-2.2646994590759277,-2.5192251205444336,-1.9893418550491333,-3.744630813598633,-3.3046655654907227,-4.388706207275391,-1.0063313245773315,-2.0697433948516846,-2.353578805923462,-4.183873176574707,-3.556652545928955,-0.8890083432197571,-1.1992260217666626,-4.988545894622803,-4.716739654541016,-3.368553876876831,-3.747809648513794,-3.7705914974212646,-2.9958643913269043,-4.047928333282471,-3.5796079635620117,0.95,0.02889396940653131,20.2,1.0,0.2,38.89515229515229,36.2
